Cell Names,Date String,Tower Name,Zip,Attempted,Completed,Dropped,Dropped Call Percentage,F1,Number of Records
KTV 2,10/04/2015 12:50,Eastower,603,1,1,0,0,3223,1
KTV 2,10/04/2015 12:50,Eastower,603,1,1,0,0,2536,1
Rexus,10/04/2015 12:51,Leaffson,602,1,1,0,0,50,1
Rumia,10/04/2015 12:51,Leaffson,602,1,1,0,0,37,1
Rexus,10/04/2015 12:51,Eastower,603,1,1,0,0,3551,1
Rexus,10/04/2015 12:51,Clown Castle,603,1,1,0,0,3492,1
Rexus,10/04/2015 12:51,Reflector Pond,603,1,1,0,0,1074,1
Rumia,10/04/2015 12:51,Eastower,603,1,1,0,0,3326,1
Rexus,10/04/2015 12:52,Eastower,603,1,1,0,0,1826,1
Fallacy,10/04/2015 12:53,Clown Castle,603,1,1,0,0,1040,1
Shaver,10/04/2015 12:53,Clown Castle,603,1,1,0,0,1490,1
Fallacy,10/04/2015 12:56,Reflector Pond,603,1,1,0,0,1004,1
KTV 2,10/04/2015 12:56,Reflector Pond,603,1,1,0,0,3605,1
Rumia,10/04/2015 12:56,Leaffson,603,1,1,0,0,2765,1
Shaver,10/04/2015 12:56,Reflector Pond,603,1,1,0,0,2550,1
Fallacy,10/04/2015 12:56,Eastower,610,1,1,0,0,4179,1
Rumia,10/04/2015 12:57,Reflector Pond,602,1,1,0,0,283,1
Rexus,10/04/2015 12:57,Eastower,603,1,1,0,0,1199,1
Fallacy,10/04/2015 12:57,Leaffson,603,1,1,0,0,1068,1
Rumia,10/04/2015 12:57,Leaffson,603,1,1,0,0,2362,1
Rexus,10/04/2015 12:58,Clown Castle,602,1,1,0,0,589,1
KTV 2,10/04/2015 12:58,GLU,603,1,1,0,0,1858,1
Rumia,10/04/2015 12:58,Reflector Pond,603,1,1,0,0,2829,1
Shaver,10/04/2015 12:58,Clown Castle,603,1,1,0,0,2202,1
Rumia,10/04/2015 12:59,Reflector Pond,602,1,0,1,1,864,1
Rexus,10/04/2015 12:59,Reflector Pond,603,1,1,0,0,1431,1
Rumia,10/04/2015 12:59,Eastower,603,1,1,0,0,3620,1
KTV 2,10/04/2015 13:00,Clown Castle,602,1,1,0,0,258,1
Shaver,10/04/2015 13:00,Reflector Pond,610,1,1,0,0,4065,1
Rumia,10/04/2015 13:01,Clown Castle,603,1,1,0,0,3618,1
Fallacy,10/04/2015 13:01,Clown Castle,610,1,1,0,0,4061,1
Rumia,10/04/2015 13:02,Reflector Pond,602,1,1,0,0,265,1
Fallacy,10/04/2015 13:02,Reflector Pond,603,1,1,0,0,3612,1
Rumia,10/04/2015 13:03,Leaffson,603,1,1,0,0,3127,1
Fallacy,10/04/2015 13:03,Clown Castle,610,1,1,0,0,4048,1
KTV 2,10/04/2015 13:04,Clown Castle,602,1,1,0,0,165,1
Fallacy,10/04/2015 13:04,Clown Castle,603,1,1,0,0,1100,1
Rumia,10/04/2015 13:05,Leaffson,602,1,1,0,0,86,1
Rexus,10/04/2015 13:05,Leaffson,603,1,1,0,0,3399,1
KTV 2,10/04/2015 13:05,Reflector Pond,603,1,1,0,0,1816,1
Shaver,10/04/2015 13:05,Eastower,603,1,1,0,0,3308,1
KTV 2,10/04/2015 13:06,Eastower,602,1,1,0,0,168,1
Rumia,10/04/2015 13:06,Clown Castle,602,1,1,0,0,795,1
Iclone,10/04/2015 13:06,Reflector Pond,603,1,1,0,0,1430,1
Rexus,10/04/2015 13:06,Eastower,603,1,1,0,0,1499,1
KTV 2,10/04/2015 13:06,Leaffson,603,1,1,0,0,2764,1
Rumia,10/04/2015 13:06,Reflector Pond,603,1,1,0,0,1216,1
Shaver,10/04/2015 13:07,Leaffson,603,1,1,0,0,1596,1
Iclone,10/04/2015 13:08,Leaffson,603,1,1,0,0,1359,1
Iclone,10/04/2015 13:08,Clown Castle,603,1,1,0,0,1752,1
Fallacy,10/04/2015 13:08,Reflector Pond,603,1,1,0,0,2249,1
KTV 2,10/04/2015 13:09,Clown Castle,603,1,1,0,0,2824,1
Rumia,10/04/2015 13:09,GLU,603,1,1,0,0,1814,1
Rexus,10/04/2015 13:10,Leaffson,602,1,1,0,0,244,1
KTV 2,10/04/2015 13:10,Clown Castle,603,1,1,0,0,1142,1
Rumia,10/04/2015 13:10,Reflector Pond,603,1,1,0,0,1082,1
Shaver,10/04/2015 13:10,Eastower,603,1,1,0,0,1757,1
Fallacy,10/04/2015 13:11,Leaffson,603,1,1,0,0,3723,1
Fallacy,10/04/2015 13:11,Clown Castle,603,1,1,0,0,2079,1
KTV 2,10/04/2015 13:11,Clown Castle,603,1,1,0,0,1150,1
Rexus,10/04/2015 13:12,Eastower,603,1,1,0,0,1497,1
Rumia,10/04/2015 13:12,Reflector Pond,603,1,1,0,0,3403,1
Rumia,10/04/2015 13:12,Eastower,606,1,1,0,0,3909,1
Iclone,10/04/2015 13:13,Eastower,610,1,1,0,0,4096,1
KTV 2,10/04/2015 13:14,Clown Castle,602,1,1,0,0,790,1
Rexus,10/04/2015 13:14,Leaffson,603,1,1,0,0,3733,1
Rexus,10/04/2015 13:15,Eastower,602,1,1,0,0,537,1
Shaver,10/04/2015 13:15,Clown Castle,602,1,0,1,1,68,1
Rumia,10/04/2015 13:15,Reflector Pond,603,1,1,0,0,1018,1
KTV 2,10/04/2015 13:15,Leaffson,610,1,1,0,0,3996,1
Rumia,10/04/2015 13:16,Eastower,602,1,1,0,0,621,1
Iclone,10/04/2015 13:17,Reflector Pond,603,1,0,1,1,2959,1
Rexus,10/04/2015 13:17,Eastower,603,1,1,0,0,1806,1
Fallacy,10/04/2015 13:17,GLU,603,1,1,0,0,1922,1
Rexus,10/04/2015 13:17,Eastower,604,1,1,0,0,3832,1
Fallacy,10/04/2015 13:17,Leaffson,610,1,1,0,0,4040,1
Fallacy,10/04/2015 13:17,Clown Castle,610,1,1,0,0,4191,1
Fallacy,10/04/2015 13:18,Reflector Pond,602,1,1,0,0,319,1
Rexus,10/04/2015 13:18,Eastower,603,1,1,0,0,1644,1
Rexus,10/04/2015 13:18,Reflector Pond,603,1,1,0,0,1436,1
Shaver,10/04/2015 13:18,Clown Castle,606,1,1,0,0,3970,1
Iclone,10/04/2015 13:19,Reflector Pond,602,1,1,0,0,660,1
Rumia,10/04/2015 13:19,Reflector Pond,602,1,1,0,0,19,1
Rexus,10/04/2015 13:19,Eastower,603,1,1,0,0,2469,1
Rumia,10/04/2015 13:19,Leaffson,603,1,1,0,0,2300,1
KTV 2,10/04/2015 13:20,Reflector Pond,602,1,1,0,0,187,1
Rumia,10/04/2015 13:21,Clown Castle,602,1,1,0,0,553,1
Rumia,10/04/2015 13:21,Leaffson,603,1,1,0,0,3581,1
Iclone,10/04/2015 13:22,Clown Castle,602,1,1,0,0,178,1
Rexus,10/04/2015 13:22,Leaffson,603,1,1,0,0,3621,1
KTV 2,10/04/2015 13:22,Eastower,603,1,1,0,0,1848,1
Shaver,10/04/2015 13:22,Eastower,603,1,1,0,0,2911,1
Shaver,10/04/2015 13:23,Leaffson,610,1,1,0,0,4004,1
KTV 2,10/04/2015 13:24,GLU,603,1,1,0,0,1141,1
Rumia,10/04/2015 13:24,Eastower,603,1,1,0,0,2167,1
Shaver,10/04/2015 13:24,Eastower,603,1,1,0,0,3541,1
Rexus,10/04/2015 13:25,Clown Castle,602,1,1,0,0,234,1
KTV 2,10/04/2015 13:25,Eastower,603,1,1,0,0,993,1
Fallacy,10/04/2015 13:25,Leaffson,610,1,1,0,0,4037,1
Fallacy,10/04/2015 13:26,Reflector Pond,602,1,1,0,0,485,1
Rumia,10/04/2015 13:26,GLU,602,1,1,0,0,834,1
Rexus,10/04/2015 13:26,Clown Castle,610,1,1,0,0,4114,1
Iclone,10/04/2015 13:27,Clown Castle,602,1,1,0,0,580,1
Rexus,10/04/2015 13:27,Reflector Pond,603,1,1,0,0,2589,1
Fallacy,10/04/2015 13:27,Leaffson,603,1,1,0,0,1103,1
Shaver,10/04/2015 13:27,Eastower,603,1,1,0,0,3324,1
Fallacy,10/04/2015 13:28,Reflector Pond,602,1,1,0,0,655,1
Fallacy,10/04/2015 13:28,Leaffson,603,1,1,0,0,1735,1
KTV 2,10/04/2015 13:28,Leaffson,603,1,1,0,0,1985,1
KTV 2,10/04/2015 13:29,Reflector Pond,602,1,1,0,0,603,1
KTV 2,10/04/2015 13:30,Eastower,602,1,1,0,0,559,1
Rexus,10/04/2015 13:30,Eastower,603,1,1,0,0,3685,1
Rumia,10/04/2015 13:30,Reflector Pond,603,1,1,0,0,1764,1
Rexus,10/04/2015 13:31,Clown Castle,602,1,1,0,0,322,1
Rexus,10/04/2015 13:31,Reflector Pond,602,1,1,0,0,715,1
KTV 2,10/04/2015 13:31,Leaffson,602,1,1,0,0,235,1
Rexus,10/04/2015 13:31,Eastower,603,1,1,0,0,3640,1
Rexus,10/04/2015 13:31,Eastower,603,1,1,0,0,3191,1
Rumia,10/04/2015 13:31,Clown Castle,603,1,1,0,0,1327,1
Shaver,10/04/2015 13:31,Leaffson,610,1,1,0,0,4176,1
Rexus,10/04/2015 13:33,Reflector Pond,602,1,1,0,0,822,1
KTV 2,10/04/2015 13:33,Leaffson,602,1,1,0,0,314,1
KTV 2,10/04/2015 13:33,Reflector Pond,602,1,1,0,0,513,1
Rumia,10/04/2015 13:33,Reflector Pond,602,1,1,0,0,816,1
Rexus,10/04/2015 13:33,Clown Castle,603,1,1,0,0,919,1
Shaver,10/04/2015 13:33,Eastower,603,1,1,0,0,3545,1
KTV 2,10/04/2015 13:34,Leaffson,603,1,1,0,0,1553,1
KTV 2,10/04/2015 13:34,Leaffson,603,1,1,0,0,2244,1
KTV 2,10/04/2015 13:34,Reflector Pond,603,1,1,0,0,960,1
Rumia,10/04/2015 13:34,Reflector Pond,610,1,1,0,0,4008,1
Rumia,10/04/2015 13:35,Reflector Pond,602,1,1,0,0,273,1
Fallacy,10/04/2015 13:35,Leaffson,603,1,1,0,0,2229,1
Shaver,10/04/2015 13:35,Clown Castle,603,1,1,0,0,1838,1
Iclone,10/04/2015 13:35,Clown Castle,610,1,0,1,1,4198,1
Iclone,10/04/2015 13:36,Eastower,603,1,1,0,0,3409,1
Iclone,10/04/2015 13:36,Reflector Pond,603,1,1,0,0,1626,1
KTV 2,10/04/2015 13:36,GLU,603,1,1,0,0,1309,1
Rumia,10/04/2015 13:36,Clown Castle,603,1,1,0,0,3726,1
Rumia,10/04/2015 13:36,Reflector Pond,603,1,1,0,0,2012,1
Rumia,10/04/2015 13:36,GLU,610,1,1,0,0,4039,1
Rexus,10/04/2015 13:37,Clown Castle,603,1,1,0,0,1119,1
Rexus,10/04/2015 13:38,Eastower,603,1,1,0,0,2820,1
KTV 2,10/04/2015 13:38,Leaffson,603,1,1,0,0,3728,1
KTV 2,10/04/2015 13:38,Reflector Pond,603,1,1,0,0,909,1
KTV 2,10/04/2015 13:39,Eastower,603,1,1,0,0,2060,1
Rexus,10/04/2015 13:40,Leaffson,603,1,1,0,0,994,1
Fallacy,10/04/2015 13:40,Clown Castle,603,1,1,0,0,2312,1
KTV 2,10/04/2015 13:40,Clown Castle,603,1,1,0,0,3484,1
Iclone,10/04/2015 13:41,Clown Castle,603,1,1,0,0,3457,1
KTV 2,10/04/2015 13:41,Eastower,603,1,1,0,0,2112,1
KTV 2,10/04/2015 13:41,Clown Castle,610,1,0,1,1,4159,1
Shaver,10/04/2015 13:41,Leaffson,610,1,1,0,0,4131,1
Rexus,10/04/2015 13:42,Eastower,603,1,1,0,0,3341,1
Rexus,10/04/2015 13:42,Clown Castle,603,1,1,0,0,3040,1
Fallacy,10/04/2015 13:42,Eastower,603,1,1,0,0,1045,1
Iclone,10/04/2015 13:43,Clown Castle,602,1,1,0,0,743,1
Iclone,10/04/2015 13:43,Reflector Pond,602,1,1,0,0,691,1
Fallacy,10/04/2015 13:43,Clown Castle,603,1,1,0,0,1817,1
Rumia,10/04/2015 13:43,Clown Castle,603,1,1,0,0,1739,1
Iclone,10/04/2015 13:44,Reflector Pond,602,1,1,0,0,290,1
Fallacy,10/04/2015 13:44,Reflector Pond,603,1,1,0,0,2109,1
Shaver,10/04/2015 13:45,Leaffson,602,1,1,0,0,771,1
Rexus,10/04/2015 13:45,Leaffson,603,1,1,0,0,1424,1
KTV 2,10/04/2015 13:45,Reflector Pond,603,1,0,1,1,2779,1
Rexus,10/04/2015 13:46,Eastower,602,1,1,0,0,348,1
Fallacy,10/04/2015 13:46,Eastower,602,1,1,0,0,650,1
Rumia,10/04/2015 13:46,Leaffson,602,1,1,0,0,183,1
Iclone,10/04/2015 13:46,Leaffson,603,1,1,0,0,3498,1
Rexus,10/04/2015 13:46,GLU,603,1,1,0,0,1925,1
Rexus,10/04/2015 13:46,GLU,603,1,1,0,0,2633,1
Fallacy,10/04/2015 13:46,Clown Castle,603,1,1,0,0,973,1
Iclone,10/04/2015 13:47,Leaffson,603,1,1,0,0,3775,1
Rexus,10/04/2015 13:47,Leaffson,603,1,1,0,0,2918,1
Fallacy,10/04/2015 13:47,Clown Castle,603,1,1,0,0,1224,1
Rumia,10/04/2015 13:47,Clown Castle,603,1,1,0,0,2659,1
Rumia,10/04/2015 13:48,Reflector Pond,603,1,1,0,0,2972,1
Shaver,10/04/2015 13:48,Leaffson,603,1,1,0,0,3008,1
KTV 2,10/04/2015 13:48,Eastower,606,1,1,0,0,3977,1
Iclone,10/04/2015 13:49,Reflector Pond,603,1,1,0,0,2503,1
Fallacy,10/04/2015 13:49,Reflector Pond,603,1,1,0,0,2252,1
KTV 2,10/04/2015 13:49,Reflector Pond,603,1,1,0,0,963,1
Rumia,10/04/2015 13:49,Leaffson,603,1,1,0,0,2808,1
Rumia,10/04/2015 13:50,Clown Castle,602,1,1,0,0,309,1
KTV 2,10/04/2015 13:50,Leaffson,603,1,1,0,0,2574,1
KTV 2,10/04/2015 13:50,Reflector Pond,610,1,1,0,0,4147,1
Fallacy,10/04/2015 13:51,Eastower,603,1,1,0,0,2554,1
Fallacy,10/04/2015 13:51,Clown Castle,603,1,1,0,0,3453,1
KTV 2,10/04/2015 13:51,Clown Castle,603,1,1,0,0,2733,1
Iclone,10/04/2015 13:52,Leaffson,603,1,1,0,0,3779,1
Fallacy,10/04/2015 13:54,Leaffson,602,1,1,0,0,579,1
Rumia,10/04/2015 13:54,Leaffson,602,1,1,0,0,353,1
KTV 2,10/04/2015 13:54,Clown Castle,603,1,1,0,0,1001,1
Rumia,10/04/2015 13:54,Eastower,603,1,1,0,0,1670,1
Fallacy,10/04/2015 13:57,Leaffson,602,1,1,0,0,695,1
KTV 2,10/04/2015 13:57,Clown Castle,603,1,1,0,0,2873,1
KTV 2,10/04/2015 13:57,Clown Castle,603,1,1,0,0,3576,1
Rumia,10/04/2015 13:57,Reflector Pond,603,1,1,0,0,3471,1
Iclone,10/04/2015 13:58,Eastower,603,1,1,0,0,3206,1
Iclone,10/04/2015 13:58,Clown Castle,603,1,1,0,0,2267,1
Fallacy,10/04/2015 13:58,Leaffson,603,1,1,0,0,1427,1
KTV 2,10/04/2015 13:58,Leaffson,603,1,1,0,0,2877,1
Rumia,10/04/2015 13:58,Clown Castle,603,1,1,0,0,1606,1
Shaver,10/04/2015 13:58,Leaffson,603,1,1,0,0,3593,1
Fallacy,10/04/2015 13:59,Leaffson,602,1,1,0,0,185,1
KTV 2,10/04/2015 13:59,Leaffson,603,1,1,0,0,3275,1
KTV 2,10/04/2015 13:59,Eastower,603,1,1,0,0,2923,1
KTV 2,10/04/2015 13:59,Reflector Pond,603,1,1,0,0,2660,1
Rumia,10/04/2015 13:59,GLU,603,1,1,0,0,2510,1
Rumia,10/04/2015 13:59,Reflector Pond,603,1,1,0,0,1726,1
KTV 2,10/04/2015 13:59,Clown Castle,604,1,1,0,0,3800,1
Rexus,10/04/2015 14:00,Reflector Pond,603,1,1,0,0,3446,1
Rexus,10/04/2015 14:00,Reflector Pond,603,1,1,0,0,2513,1
Iclone,10/04/2015 14:00,Leaffson,610,1,1,0,0,4172,1
KTV 2,10/04/2015 14:01,Eastower,602,1,1,0,0,304,1
Iclone,10/04/2015 14:01,Leaffson,603,1,1,0,0,3674,1
Fallacy,10/04/2015 14:01,Eastower,603,1,1,0,0,2023,1
KTV 2,10/04/2015 14:01,Reflector Pond,603,1,1,0,0,3699,1
Rumia,10/04/2015 14:01,Reflector Pond,603,1,1,0,0,1898,1
Iclone,10/04/2015 14:02,GLU,603,1,1,0,0,2117,1
KTV 2,10/04/2015 14:02,Clown Castle,603,1,1,0,0,2891,1
Shaver,10/04/2015 14:02,Clown Castle,603,1,1,0,0,1193,1
Rexus,10/04/2015 14:02,Eastower,606,1,1,0,0,3904,1
Iclone,10/04/2015 14:03,Reflector Pond,603,1,1,0,0,3550,1
Rumia,10/04/2015 14:04,Reflector Pond,610,1,1,0,0,4046,1
KTV 2,10/04/2015 14:05,Leaffson,603,1,1,0,0,2543,1
Rumia,10/04/2015 14:06,Leaffson,603,1,1,0,0,1065,1
Fallacy,10/04/2015 14:07,Clown Castle,603,1,1,0,0,1077,1
KTV 2,10/04/2015 14:07,Eastower,603,1,1,0,0,2879,1
Rumia,10/04/2015 14:07,Reflector Pond,604,1,1,0,0,3801,1
Rumia,10/04/2015 14:07,Leaffson,610,1,1,0,0,4181,1
Fallacy,10/04/2015 14:08,Leaffson,602,1,1,0,0,815,1
Iclone,10/04/2015 14:08,Leaffson,603,1,1,0,0,2731,1
Fallacy,10/04/2015 14:08,Reflector Pond,603,1,1,0,0,1324,1
Fallacy,10/04/2015 14:08,Reflector Pond,603,1,1,0,0,2313,1
KTV 2,10/04/2015 14:08,GLU,603,1,1,0,0,2008,1
Rexus,10/04/2015 14:09,Eastower,603,1,1,0,0,2385,1
Fallacy,10/04/2015 14:09,Leaffson,603,1,1,0,0,3109,1
Fallacy,10/04/2015 14:10,Eastower,603,1,1,0,0,3300,1
Fallacy,10/04/2015 14:11,Reflector Pond,603,1,1,0,0,3368,1
KTV 2,10/04/2015 14:12,Eastower,602,1,1,0,0,391,1
KTV 2,10/04/2015 14:12,Clown Castle,603,1,1,0,0,3170,1
Rexus,10/04/2015 14:12,Reflector Pond,606,1,1,0,0,3857,1
Fallacy,10/04/2015 14:13,Clown Castle,603,1,1,0,0,2488,1
KTV 2,10/04/2015 14:13,Eastower,603,1,1,0,0,1052,1
Iclone,10/04/2015 14:14,Eastower,602,1,1,0,0,355,1
Rexus,10/04/2015 14:14,Reflector Pond,603,1,1,0,0,1950,1
Rexus,10/04/2015 14:14,Reflector Pond,603,1,1,0,0,2037,1
Rexus,10/04/2015 14:14,Reflector Pond,603,1,1,0,0,1356,1
Shaver,10/04/2015 14:14,Leaffson,603,1,1,0,0,3296,1
Iclone,10/04/2015 14:15,Leaffson,602,1,1,0,0,199,1
Fallacy,10/04/2015 14:15,Clown Castle,603,1,1,0,0,2634,1
Rumia,10/04/2015 14:15,GLU,603,1,1,0,0,1666,1
Rumia,10/04/2015 14:15,Clown Castle,603,1,1,0,0,3273,1
Rexus,10/04/2015 14:16,Clown Castle,603,1,1,0,0,2771,1
Fallacy,10/04/2015 14:16,Reflector Pond,603,1,1,0,0,3306,1
KTV 2,10/04/2015 14:16,Clown Castle,603,1,1,0,0,2587,1
Fallacy,10/04/2015 14:16,Leaffson,610,1,1,0,0,4074,1
Iclone,10/04/2015 14:17,Leaffson,603,1,1,0,0,1393,1
Rumia,10/04/2015 14:17,Reflector Pond,603,1,1,0,0,3389,1
Rexus,10/04/2015 14:18,Eastower,603,1,1,0,0,2636,1
Fallacy,10/04/2015 14:18,Reflector Pond,603,1,1,0,0,3186,1
KTV 2,10/04/2015 14:18,Leaffson,603,1,1,0,0,2734,1
KTV 2,10/04/2015 14:18,Reflector Pond,603,1,1,0,0,1302,1
Shaver,10/04/2015 14:18,Leaffson,603,1,1,0,0,3224,1
KTV 2,10/04/2015 14:19,Clown Castle,602,1,1,0,0,368,1
Rexus,10/04/2015 14:19,Reflector Pond,603,1,1,0,0,1767,1
Fallacy,10/04/2015 14:19,Leaffson,606,1,1,0,0,3863,1
Rexus,10/04/2015 14:20,Clown Castle,602,1,1,0,0,581,1
KTV 2,10/04/2015 14:20,Leaffson,602,1,1,0,0,385,1
Rumia,10/04/2015 14:20,Reflector Pond,602,1,1,0,0,11,1
Shaver,10/04/2015 14:20,Leaffson,602,1,1,0,0,257,1
Fallacy,10/04/2015 14:20,Leaffson,603,1,1,0,0,3139,1
Shaver,10/04/2015 14:20,Reflector Pond,603,1,1,0,0,3379,1
Rexus,10/04/2015 14:21,Reflector Pond,603,1,1,0,0,1344,1
Fallacy,10/04/2015 14:21,Leaffson,603,1,1,0,0,1566,1
Fallacy,10/04/2015 14:21,Clown Castle,603,1,1,0,0,3540,1
Fallacy,10/04/2015 14:21,Leaffson,603,1,1,0,0,2121,1
Fallacy,10/04/2015 14:21,Reflector Pond,603,1,1,0,0,3469,1
Rexus,10/04/2015 14:21,Reflector Pond,606,1,1,0,0,3887,1
Fallacy,10/04/2015 14:22,Reflector Pond,610,1,1,0,0,4204,1
Fallacy,10/04/2015 14:23,Clown Castle,602,1,1,0,0,341,1
Rumia,10/04/2015 14:23,Leaffson,602,1,1,0,0,888,1
Shaver,10/04/2015 14:23,Leaffson,603,1,1,0,0,2399,1
Rexus,10/04/2015 14:24,GLU,603,1,1,0,0,1688,1
Fallacy,10/04/2015 14:24,Clown Castle,603,1,1,0,0,2960,1
Fallacy,10/04/2015 14:25,Eastower,603,1,1,0,0,3030,1
Fallacy,10/04/2015 14:25,Clown Castle,603,1,1,0,0,2094,1
Rumia,10/04/2015 14:25,GLU,603,1,1,0,0,1433,1
Shaver,10/04/2015 14:25,Eastower,603,1,1,0,0,2010,1
Rumia,10/04/2015 14:26,Clown Castle,602,1,1,0,0,351,1
KTV 2,10/04/2015 14:26,Eastower,603,1,1,0,0,3048,1
Fallacy,10/04/2015 14:27,Reflector Pond,602,1,1,0,0,855,1
Rumia,10/04/2015 14:27,Reflector Pond,602,1,1,0,0,467,1
Iclone,10/04/2015 14:27,Reflector Pond,603,1,1,0,0,1042,1
Fallacy,10/04/2015 14:27,Eastower,603,1,1,0,0,2544,1
Rumia,10/04/2015 14:27,Eastower,603,1,1,0,0,1695,1
Rexus,10/04/2015 14:28,Reflector Pond,602,1,1,0,0,255,1
Rumia,10/04/2015 14:28,Eastower,603,1,1,0,0,3530,1
Shaver,10/04/2015 14:29,Eastower,602,1,1,0,0,149,1
KTV 2,10/04/2015 14:29,Leaffson,610,1,1,0,0,4236,1
KTV 2,10/04/2015 14:30,Reflector Pond,602,1,1,0,0,679,1
Rexus,10/04/2015 14:30,Reflector Pond,603,1,1,0,0,1304,1
Fallacy,10/04/2015 14:30,Reflector Pond,610,1,1,0,0,4097,1
Fallacy,10/04/2015 14:30,Reflector Pond,610,1,1,0,0,3995,1
Fallacy,10/04/2015 14:31,Eastower,603,1,1,0,0,2348,1
KTV 2,10/04/2015 14:31,Clown Castle,603,1,1,0,0,1486,1
KTV 2,10/04/2015 14:31,Reflector Pond,603,1,1,0,0,2887,1
Rumia,10/04/2015 14:31,Leaffson,603,1,1,0,0,1321,1
Shaver,10/04/2015 14:31,Eastower,603,1,1,0,0,1577,1
KTV 2,10/04/2015 14:32,Reflector Pond,603,1,1,0,0,3625,1
KTV 2,10/04/2015 14:32,Reflector Pond,603,1,1,0,0,2951,1
Rumia,10/04/2015 14:32,Reflector Pond,603,1,1,0,0,2578,1
Shaver,10/04/2015 14:32,Leaffson,603,1,1,0,0,3310,1
Iclone,10/04/2015 14:33,Leaffson,603,1,0,1,1,1930,1
KTV 2,10/04/2015 14:33,Clown Castle,603,1,1,0,0,2068,1
Rumia,10/04/2015 14:33,Leaffson,603,1,1,0,0,3136,1
Rexus,10/04/2015 14:34,Reflector Pond,602,1,1,0,0,184,1
Fallacy,10/04/2015 14:34,Reflector Pond,603,1,1,0,0,1747,1
Rumia,10/04/2015 14:34,Clown Castle,603,1,1,0,0,2092,1
Rexus,10/04/2015 14:34,Eastower,604,1,1,0,0,3835,1
Shaver,10/04/2015 14:35,Eastower,603,1,1,0,0,2539,1
Rexus,10/04/2015 14:36,Reflector Pond,603,1,1,0,0,2809,1
KTV 2,10/04/2015 14:36,Reflector Pond,603,1,1,0,0,3611,1
Fallacy,10/04/2015 14:37,Clown Castle,610,1,1,0,0,4063,1
Rumia,10/04/2015 14:37,Leaffson,610,1,1,0,0,4060,1
KTV 2,10/04/2015 14:38,Leaffson,603,1,1,0,0,930,1
Rumia,10/04/2015 14:39,Eastower,602,1,1,0,0,608,1
Rexus,10/04/2015 14:39,Leaffson,603,1,1,0,0,2802,1
KTV 2,10/04/2015 14:39,Reflector Pond,603,1,1,0,0,2858,1
Fallacy,10/04/2015 14:40,Clown Castle,603,1,1,0,0,1686,1
Fallacy,10/04/2015 14:40,Clown Castle,603,1,1,0,0,3192,1
Shaver,10/04/2015 14:40,Clown Castle,603,1,1,0,0,3281,1
KTV 2,10/04/2015 14:41,Eastower,602,1,0,1,1,154,1
Rexus,10/04/2015 14:41,Reflector Pond,603,1,1,0,0,2340,1
KTV 2,10/04/2015 14:41,Reflector Pond,603,1,1,0,0,1000,1
Iclone,10/04/2015 14:41,Clown Castle,606,1,1,0,0,3900,1
Iclone,10/04/2015 14:42,Reflector Pond,603,1,1,0,0,1691,1
KTV 2,10/04/2015 14:42,Eastower,603,1,1,0,0,3102,1
Fallacy,10/04/2015 14:43,Clown Castle,603,1,1,0,0,1986,1
Fallacy,10/04/2015 14:43,Leaffson,610,1,1,0,0,4087,1
Fallacy,10/04/2015 14:45,Clown Castle,602,1,1,0,0,586,1
Rexus,10/04/2015 14:45,Leaffson,603,1,1,0,0,2661,1
Iclone,10/04/2015 14:45,Reflector Pond,610,1,1,0,0,4113,1
Rexus,10/04/2015 14:46,Eastower,603,1,1,0,0,1412,1
KTV 2,10/04/2015 14:46,Reflector Pond,603,1,1,0,0,2475,1
Fallacy,10/04/2015 14:46,Reflector Pond,606,1,1,0,0,3920,1
Fallacy,10/04/2015 14:47,Clown Castle,602,1,1,0,0,472,1
KTV 2,10/04/2015 14:47,Eastower,602,1,1,0,0,832,1
Rumia,10/04/2015 14:47,Reflector Pond,603,1,1,0,0,3221,1
Rexus,10/04/2015 14:48,Leaffson,602,1,1,0,0,366,1
KTV 2,10/04/2015 14:48,Eastower,603,1,1,0,0,2156,1
KTV 2,10/04/2015 14:48,Eastower,603,1,1,0,0,1239,1
Shaver,10/04/2015 14:48,Reflector Pond,603,1,1,0,0,1856,1
Rexus,10/04/2015 14:49,Reflector Pond,603,1,1,0,0,3783,1
Fallacy,10/04/2015 14:50,Reflector Pond,602,1,1,0,0,194,1
Rexus,10/04/2015 14:50,Clown Castle,604,1,1,0,0,3843,1
Iclone,10/04/2015 14:51,Reflector Pond,603,1,1,0,0,2566,1
Rexus,10/04/2015 14:52,GLU,610,1,1,0,0,4007,1
KTV 2,10/04/2015 14:53,Eastower,602,1,1,0,0,643,1
KTV 2,10/04/2015 14:53,Eastower,602,1,1,0,0,214,1
Rexus,10/04/2015 14:53,Eastower,603,1,1,0,0,2711,1
Rexus,10/04/2015 14:54,Clown Castle,603,1,0,1,1,2785,1
KTV 2,10/04/2015 14:54,Eastower,603,1,1,0,0,1825,1
KTV 2,10/04/2015 14:54,Clown Castle,603,1,1,0,0,2427,1
KTV 2,10/04/2015 14:55,Reflector Pond,603,1,1,0,0,2517,1
Shaver,10/04/2015 14:55,Reflector Pond,603,1,1,0,0,3786,1
KTV 2,10/04/2015 14:56,Clown Castle,603,1,1,0,0,1642,1
Shaver,10/04/2015 14:56,Eastower,603,1,1,0,0,2672,1
Fallacy,10/04/2015 14:56,Clown Castle,610,1,1,0,0,4023,1
